"N","Time","avg(X)","avg(Y)","avg(Z)","avg(k)","avg(rank)","avg(rank_input_1)","avg(vtkValidPointMask)","max(X)","max(Y)","max(Z)","max(k)","max(rank)","max(rank_input_1)","max(vtkValidPointMask)","med(X)","med(Y)","med(Z)","med(k)","med(rank)","med(rank_input_1)","med(vtkValidPointMask)","min(X)","min(Y)","min(Z)","min(k)","min(rank)","min(rank_input_1)","min(vtkValidPointMask)","q1(X)","q1(Y)","q1(Z)","q1(k)","q1(rank)","q1(rank_input_1)","q1(vtkValidPointMask)","q3(X)","q3(Y)","q3(Z)","q3(k)","q3(rank)","q3(rank_input_1)","q3(vtkValidPointMask)","std(X)","std(Y)","std(Z)","std(k)","std(rank)","std(rank_input_1)","std(vtkValidPointMask)","vtkValidPointMask"
1,4,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,8,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,12,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,16,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,20,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,24,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,28,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,32,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,36,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,40,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,44,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,48,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,52,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,56,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,60,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,64,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0.03,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,1
1,68,0.03,0,0.0044,481.37,0,0,1,0.03,0,0.0044,481.37,0,0,1,0.03,0,0.0044,481.37,0,0,1,0.03,0,0.0044,481.37,0,0,1,0.03,0,0.0044,481.37,0,0,1,0.03,0,0.0044,481.37,0,0,1,0,0,0,0,0,0,0,1
1,72,0.03,0,0.0044,463.9,0,0,1,0.03,0,0.0044,463.9,0,0,1,0.03,0,0.0044,463.9,0,0,1,0.03,0,0.0044,463.9,0,0,1,0.03,0,0.0044,463.9,0,0,1,0.03,0,0.0044,463.9,0,0,1,0,0,0,0,0,0,0,1
1,76,0.03,0,0.0044,451.2,0,0,1,0.03,0,0.0044,451.2,0,0,1,0.03,0,0.0044,451.2,0,0,1,0.03,0,0.0044,451.2,0,0,1,0.03,0,0.0044,451.2,0,0,1,0.03,0,0.0044,451.2,0,0,1,0,0,0,0,0,0,0,1
1,80,0.03,0,0.0044,465.2,0,0,1,0.03,0,0.0044,465.2,0,0,1,0.03,0,0.0044,465.2,0,0,1,0.03,0,0.0044,465.2,0,0,1,0.03,0,0.0044,465.2,0,0,1,0.03,0,0.0044,465.2,0,0,1,0,0,0,0,0,0,0,1
1,84,0.03,0,0.0044,457.19,0,0,1,0.03,0,0.0044,457.19,0,0,1,0.03,0,0.0044,457.19,0,0,1,0.03,0,0.0044,457.19,0,0,1,0.03,0,0.0044,457.19,0,0,1,0.03,0,0.0044,457.19,0,0,1,0,0,0,0,0,0,0,1
1,88,0.03,0,0.0044,448.25,0,0,1,0.03,0,0.0044,448.25,0,0,1,0.03,0,0.0044,448.25,0,0,1,0.03,0,0.0044,448.25,0,0,1,0.03,0,0.0044,448.25,0,0,1,0.03,0,0.0044,448.25,0,0,1,0,0,0,0,0,0,0,1
1,92,0.03,0,0.0044,444.99,0,0,1,0.03,0,0.0044,444.99,0,0,1,0.03,0,0.0044,444.99,0,0,1,0.03,0,0.0044,444.99,0,0,1,0.03,0,0.0044,444.99,0,0,1,0.03,0,0.0044,444.99,0,0,1,0,0,0,0,0,0,0,1
1,96,0.03,0,0.0044,442.56,0,0,1,0.03,0,0.0044,442.56,0,0,1,0.03,0,0.0044,442.56,0,0,1,0.03,0,0.0044,442.56,0,0,1,0.03,0,0.0044,442.56,0,0,1,0.03,0,0.0044,442.56,0,0,1,0,0,0,0,0,0,0,1
1,100,0.03,0,0.0044,438.04,0,0,1,0.03,0,0.0044,438.04,0,0,1,0.03,0,0.0044,438.04,0,0,1,0.03,0,0.0044,438.04,0,0,1,0.03,0,0.0044,438.04,0,0,1,0.03,0,0.0044,438.04,0,0,1,0,0,0,0,0,0,0,1
1,104,0.03,0,0.0044,432.7,0,0,1,0.03,0,0.0044,432.7,0,0,1,0.03,0,0.0044,432.7,0,0,1,0.03,0,0.0044,432.7,0,0,1,0.03,0,0.0044,432.7,0,0,1,0.03,0,0.0044,432.7,0,0,1,0,0,0,0,0,0,0,1
1,108,0.03,0,0.0044,429.74,0,0,1,0.03,0,0.0044,429.74,0,0,1,0.03,0,0.0044,429.74,0,0,1,0.03,0,0.0044,429.74,0,0,1,0.03,0,0.0044,429.74,0,0,1,0.03,0,0.0044,429.74,0,0,1,0,0,0,0,0,0,0,1
1,112,0.03,0,0.0044,426.88,0,0,1,0.03,0,0.0044,426.88,0,0,1,0.03,0,0.0044,426.88,0,0,1,0.03,0,0.0044,426.88,0,0,1,0.03,0,0.0044,426.88,0,0,1,0.03,0,0.0044,426.88,0,0,1,0,0,0,0,0,0,0,1
1,116,0.03,0,0.0044,423.56,0,0,1,0.03,0,0.0044,423.56,0,0,1,0.03,0,0.0044,423.56,0,0,1,0.03,0,0.0044,423.56,0,0,1,0.03,0,0.0044,423.56,0,0,1,0.03,0,0.0044,423.56,0,0,1,0,0,0,0,0,0,0,1
1,120,0.03,0,0.0044,420.23,0,0,1,0.03,0,0.0044,420.23,0,0,1,0.03,0,0.0044,420.23,0,0,1,0.03,0,0.0044,420.23,0,0,1,0.03,0,0.0044,420.23,0,0,1,0.03,0,0.0044,420.23,0,0,1,0,0,0,0,0,0,0,1
1,124,0.03,0,0.0044,417.51,0,0,1,0.03,0,0.0044,417.51,0,0,1,0.03,0,0.0044,417.51,0,0,1,0.03,0,0.0044,417.51,0,0,1,0.03,0,0.0044,417.51,0,0,1,0.03,0,0.0044,417.51,0,0,1,0,0,0,0,0,0,0,1
1,128,0.03,0,0.0044,415,0,0,1,0.03,0,0.0044,415,0,0,1,0.03,0,0.0044,415,0,0,1,0.03,0,0.0044,415,0,0,1,0.03,0,0.0044,415,0,0,1,0.03,0,0.0044,415,0,0,1,0,0,0,0,0,0,0,1
1,132,0.03,0,0.0044,412.42,0,0,1,0.03,0,0.0044,412.42,0,0,1,0.03,0,0.0044,412.42,0,0,1,0.03,0,0.0044,412.42,0,0,1,0.03,0,0.0044,412.42,0,0,1,0.03,0,0.0044,412.42,0,0,1,0,0,0,0,0,0,0,1
1,136,0.03,0,0.0044,409.97,0,0,1,0.03,0,0.0044,409.97,0,0,1,0.03,0,0.0044,409.97,0,0,1,0.03,0,0.0044,409.97,0,0,1,0.03,0,0.0044,409.97,0,0,1,0.03,0,0.0044,409.97,0,0,1,0,0,0,0,0,0,0,1
1,140,0.03,0,0.0044,407.75,0,0,1,0.03,0,0.0044,407.75,0,0,1,0.03,0,0.0044,407.75,0,0,1,0.03,0,0.0044,407.75,0,0,1,0.03,0,0.0044,407.75,0,0,1,0.03,0,0.0044,407.75,0,0,1,0,0,0,0,0,0,0,1
1,144,0.03,0,0.0044,405.67,0,0,1,0.03,0,0.0044,405.67,0,0,1,0.03,0,0.0044,405.67,0,0,1,0.03,0,0.0044,405.67,0,0,1,0.03,0,0.0044,405.67,0,0,1,0.03,0,0.0044,405.67,0,0,1,0,0,0,0,0,0,0,1
1,148,0.03,0,0.0044,403.66,0,0,1,0.03,0,0.0044,403.66,0,0,1,0.03,0,0.0044,403.66,0,0,1,0.03,0,0.0044,403.66,0,0,1,0.03,0,0.0044,403.66,0,0,1,0.03,0,0.0044,403.66,0,0,1,0,0,0,0,0,0,0,1
1,152,0.03,0,0.0044,401.75,0,0,1,0.03,0,0.0044,401.75,0,0,1,0.03,0,0.0044,401.75,0,0,1,0.03,0,0.0044,401.75,0,0,1,0.03,0,0.0044,401.75,0,0,1,0.03,0,0.0044,401.75,0,0,1,0,0,0,0,0,0,0,1
1,156,0.03,0,0.0044,399.97,0,0,1,0.03,0,0.0044,399.97,0,0,1,0.03,0,0.0044,399.97,0,0,1,0.03,0,0.0044,399.97,0,0,1,0.03,0,0.0044,399.97,0,0,1,0.03,0,0.0044,399.97,0,0,1,0,0,0,0,0,0,0,1
1,160,0.03,0,0.0044,398.29,0,0,1,0.03,0,0.0044,398.29,0,0,1,0.03,0,0.0044,398.29,0,0,1,0.03,0,0.0044,398.29,0,0,1,0.03,0,0.0044,398.29,0,0,1,0.03,0,0.0044,398.29,0,0,1,0,0,0,0,0,0,0,1
1,164,0.03,0,0.0044,396.7,0,0,1,0.03,0,0.0044,396.7,0,0,1,0.03,0,0.0044,396.7,0,0,1,0.03,0,0.0044,396.7,0,0,1,0.03,0,0.0044,396.7,0,0,1,0.03,0,0.0044,396.7,0,0,1,0,0,0,0,0,0,0,1
1,168,0.03,0,0.0044,395.19,0,0,1,0.03,0,0.0044,395.19,0,0,1,0.03,0,0.0044,395.19,0,0,1,0.03,0,0.0044,395.19,0,0,1,0.03,0,0.0044,395.19,0,0,1,0.03,0,0.0044,395.19,0,0,1,0,0,0,0,0,0,0,1
1,172,0.03,0,0.0044,393.77,0,0,1,0.03,0,0.0044,393.77,0,0,1,0.03,0,0.0044,393.77,0,0,1,0.03,0,0.0044,393.77,0,0,1,0.03,0,0.0044,393.77,0,0,1,0.03,0,0.0044,393.77,0,0,1,0,0,0,0,0,0,0,1
1,176,0.03,0,0.0044,392.42,0,0,1,0.03,0,0.0044,392.42,0,0,1,0.03,0,0.0044,392.42,0,0,1,0.03,0,0.0044,392.42,0,0,1,0.03,0,0.0044,392.42,0,0,1,0.03,0,0.0044,392.42,0,0,1,0,0,0,0,0,0,0,1
1,180,0.03,0,0.0044,391.15,0,0,1,0.03,0,0.0044,391.15,0,0,1,0.03,0,0.0044,391.15,0,0,1,0.03,0,0.0044,391.15,0,0,1,0.03,0,0.0044,391.15,0,0,1,0.03,0,0.0044,391.15,0,0,1,0,0,0,0,0,0,0,1
1,184,0.03,0,0.0044,389.95,0,0,1,0.03,0,0.0044,389.95,0,0,1,0.03,0,0.0044,389.95,0,0,1,0.03,0,0.0044,389.95,0,0,1,0.03,0,0.0044,389.95,0,0,1,0.03,0,0.0044,389.95,0,0,1,0,0,0,0,0,0,0,1
1,188,0.03,0,0.0044,388.81,0,0,1,0.03,0,0.0044,388.81,0,0,1,0.03,0,0.0044,388.81,0,0,1,0.03,0,0.0044,388.81,0,0,1,0.03,0,0.0044,388.81,0,0,1,0.03,0,0.0044,388.81,0,0,1,0,0,0,0,0,0,0,1
1,192,0.03,0,0.0044,387.74,0,0,1,0.03,0,0.0044,387.74,0,0,1,0.03,0,0.0044,387.74,0,0,1,0.03,0,0.0044,387.74,0,0,1,0.03,0,0.0044,387.74,0,0,1,0.03,0,0.0044,387.74,0,0,1,0,0,0,0,0,0,0,1
1,196,0.03,0,0.0044,386.73,0,0,1,0.03,0,0.0044,386.73,0,0,1,0.03,0,0.0044,386.73,0,0,1,0.03,0,0.0044,386.73,0,0,1,0.03,0,0.0044,386.73,0,0,1,0.03,0,0.0044,386.73,0,0,1,0,0,0,0,0,0,0,1
1,200,0.03,0,0.0044,385.76,0,0,1,0.03,0,0.0044,385.76,0,0,1,0.03,0,0.0044,385.76,0,0,1,0.03,0,0.0044,385.76,0,0,1,0.03,0,0.0044,385.76,0,0,1,0.03,0,0.0044,385.76,0,0,1,0,0,0,0,0,0,0,1
1,204,0.03,0,0.0044,384.86,0,0,1,0.03,0,0.0044,384.86,0,0,1,0.03,0,0.0044,384.86,0,0,1,0.03,0,0.0044,384.86,0,0,1,0.03,0,0.0044,384.86,0,0,1,0.03,0,0.0044,384.86,0,0,1,0,0,0,0,0,0,0,1
1,208,0.03,0,0.0044,384,0,0,1,0.03,0,0.0044,384,0,0,1,0.03,0,0.0044,384,0,0,1,0.03,0,0.0044,384,0,0,1,0.03,0,0.0044,384,0,0,1,0.03,0,0.0044,384,0,0,1,0,0,0,0,0,0,0,1
1,212,0.03,0,0.0044,383.18,0,0,1,0.03,0,0.0044,383.18,0,0,1,0.03,0,0.0044,383.18,0,0,1,0.03,0,0.0044,383.18,0,0,1,0.03,0,0.0044,383.18,0,0,1,0.03,0,0.0044,383.18,0,0,1,0,0,0,0,0,0,0,1
1,216,0.03,0,0.0044,382.42,0,0,1,0.03,0,0.0044,382.42,0,0,1,0.03,0,0.0044,382.42,0,0,1,0.03,0,0.0044,382.42,0,0,1,0.03,0,0.0044,382.42,0,0,1,0.03,0,0.0044,382.42,0,0,1,0,0,0,0,0,0,0,1
1,220,0.03,0,0.0044,381.69,0,0,1,0.03,0,0.0044,381.69,0,0,1,0.03,0,0.0044,381.69,0,0,1,0.03,0,0.0044,381.69,0,0,1,0.03,0,0.0044,381.69,0,0,1,0.03,0,0.0044,381.69,0,0,1,0,0,0,0,0,0,0,1
1,224,0.03,0,0.0044,381,0,0,1,0.03,0,0.0044,381,0,0,1,0.03,0,0.0044,381,0,0,1,0.03,0,0.0044,381,0,0,1,0.03,0,0.0044,381,0,0,1,0.03,0,0.0044,381,0,0,1,0,0,0,0,0,0,0,1
1,228,0.03,0,0.0044,380.35,0,0,1,0.03,0,0.0044,380.35,0,0,1,0.03,0,0.0044,380.35,0,0,1,0.03,0,0.0044,380.35,0,0,1,0.03,0,0.0044,380.35,0,0,1,0.03,0,0.0044,380.35,0,0,1,0,0,0,0,0,0,0,1
1,232,0.03,0,0.0044,379.73,0,0,1,0.03,0,0.0044,379.73,0,0,1,0.03,0,0.0044,379.73,0,0,1,0.03,0,0.0044,379.73,0,0,1,0.03,0,0.0044,379.73,0,0,1,0.03,0,0.0044,379.73,0,0,1,0,0,0,0,0,0,0,1
1,236,0.03,0,0.0044,379.15,0,0,1,0.03,0,0.0044,379.15,0,0,1,0.03,0,0.0044,379.15,0,0,1,0.03,0,0.0044,379.15,0,0,1,0.03,0,0.0044,379.15,0,0,1,0.03,0,0.0044,379.15,0,0,1,0,0,0,0,0,0,0,1
1,240,0.03,0,0.0044,378.6,0,0,1,0.03,0,0.0044,378.6,0,0,1,0.03,0,0.0044,378.6,0,0,1,0.03,0,0.0044,378.6,0,0,1,0.03,0,0.0044,378.6,0,0,1,0.03,0,0.0044,378.6,0,0,1,0,0,0,0,0,0,0,1
1,244,0.03,0,0.0044,378.07,0,0,1,0.03,0,0.0044,378.07,0,0,1,0.03,0,0.0044,378.07,0,0,1,0.03,0,0.0044,378.07,0,0,1,0.03,0,0.0044,378.07,0,0,1,0.03,0,0.0044,378.07,0,0,1,0,0,0,0,0,0,0,1
1,248,0.03,0,0.0044,377.58,0,0,1,0.03,0,0.0044,377.58,0,0,1,0.03,0,0.0044,377.58,0,0,1,0.03,0,0.0044,377.58,0,0,1,0.03,0,0.0044,377.58,0,0,1,0.03,0,0.0044,377.58,0,0,1,0,0,0,0,0,0,0,1
1,252,0.03,0,0.0044,377.11,0,0,1,0.03,0,0.0044,377.11,0,0,1,0.03,0,0.0044,377.11,0,0,1,0.03,0,0.0044,377.11,0,0,1,0.03,0,0.0044,377.11,0,0,1,0.03,0,0.0044,377.11,0,0,1,0,0,0,0,0,0,0,1
1,256,0.03,0,0.0044,376.67,0,0,1,0.03,0,0.0044,376.67,0,0,1,0.03,0,0.0044,376.67,0,0,1,0.03,0,0.0044,376.67,0,0,1,0.03,0,0.0044,376.67,0,0,1,0.03,0,0.0044,376.67,0,0,1,0,0,0,0,0,0,0,1
1,260,0.03,0,0.0044,376.25,0,0,1,0.03,0,0.0044,376.25,0,0,1,0.03,0,0.0044,376.25,0,0,1,0.03,0,0.0044,376.25,0,0,1,0.03,0,0.0044,376.25,0,0,1,0.03,0,0.0044,376.25,0,0,1,0,0,0,0,0,0,0,1
1,264,0.03,0,0.0044,375.85,0,0,1,0.03,0,0.0044,375.85,0,0,1,0.03,0,0.0044,375.85,0,0,1,0.03,0,0.0044,375.85,0,0,1,0.03,0,0.0044,375.85,0,0,1,0.03,0,0.0044,375.85,0,0,1,0,0,0,0,0,0,0,1
1,268,0.03,0,0.0044,375.48,0,0,1,0.03,0,0.0044,375.48,0,0,1,0.03,0,0.0044,375.48,0,0,1,0.03,0,0.0044,375.48,0,0,1,0.03,0,0.0044,375.48,0,0,1,0.03,0,0.0044,375.48,0,0,1,0,0,0,0,0,0,0,1
1,272,0.03,0,0.0044,375.12,0,0,1,0.03,0,0.0044,375.12,0,0,1,0.03,0,0.0044,375.12,0,0,1,0.03,0,0.0044,375.12,0,0,1,0.03,0,0.0044,375.12,0,0,1,0.03,0,0.0044,375.12,0,0,1,0,0,0,0,0,0,0,1
1,276,0.03,0,0.0044,374.78,0,0,1,0.03,0,0.0044,374.78,0,0,1,0.03,0,0.0044,374.78,0,0,1,0.03,0,0.0044,374.78,0,0,1,0.03,0,0.0044,374.78,0,0,1,0.03,0,0.0044,374.78,0,0,1,0,0,0,0,0,0,0,1
1,280,0.03,0,0.0044,374.46,0,0,1,0.03,0,0.0044,374.46,0,0,1,0.03,0,0.0044,374.46,0,0,1,0.03,0,0.0044,374.46,0,0,1,0.03,0,0.0044,374.46,0,0,1,0.03,0,0.0044,374.46,0,0,1,0,0,0,0,0,0,0,1
1,284,0.03,0,0.0044,374.16,0,0,1,0.03,0,0.0044,374.16,0,0,1,0.03,0,0.0044,374.16,0,0,1,0.03,0,0.0044,374.16,0,0,1,0.03,0,0.0044,374.16,0,0,1,0.03,0,0.0044,374.16,0,0,1,0,0,0,0,0,0,0,1
